IGKV3D-11;IGKV3-11
MTA2
ALDH1A2
STK10
TPPP
SLIT2
LTN1
TOMM70
DDHD2
MYO1D
TOX4
SEC24D
NFASC
UFL1
SORBS2
TMEM63A
FARP2
UBXN7
SUN1
PLPBP
ERLIN2
PRPF6
ABCA8
FRYL
ENDOD1
CDK14
GLS
FBXO21
USP19
WDR47
AP2A2
SEC31A
CLSTN1
HEXIM1
INMT
YIF1A
AGFG2
SCAF4
MFN2
TNFSF15
AKR7A3
UBE4B
ZFPL1
NDUFA7
RTN3
EPN2
STBD1
ZRANB2
SNX4
LUC7L3
SBF1
GOSR1
KAT7
ABCC6
ATE1
VAPB
RASAL1
SNAPIN
FKBP9
CELF2
PGLS
PAPSS2
ABCB11
ATG7
FARS2
LYPLA2
IPO7
TNFAIP8
PGM3
MOCS3
CD2BP2
PAPLN
AHSA1
SLC34A2
APOM
PSMG1
FMNL1
SGPL1
H6PD
SEC24A
SEC24B
VNN1
MPC2
ETHE1
ACSL3
STAMBP
CPSF4
CDS2
RAB3D
ESRRB
SNAP29
OXSR1
GGPS1
HSPA4L
PTBP3
LSM8
AP2A1
DDX58
STAU1
CAVIN2
BAG2
BAG3
MAP4K4
MLYCD
CRYZL1
AIFM1
CLDN1
EML2
GNA14
NUDT14
TSPAN15
BPNT1
DDAH2
ABHD16A
TXNDC12
EFEMP2
RECK
NUDT3
AGR2
BCL10
NDUFB10
CLPTM1
MOCS2
TOMM40
NAPSA
PEX11B
PAK4
ACTL6A
MOCS2
ADH1B
LDHA
ALDH1A1
GLUD1
DHFR
CYB5R3
GSR
PAH
SOD1
CP
F13A1
PNP
HPRT1
GOT2
EGFR
PGK1
AK1
F2
C1R
HP
F9
F10
F12
CFB
REN
CA1
CA2
ASS1
SERPINC1
SERPINA1
SERPINA3
AGT
A2M
C3
C5
CSTA
KNG1
NRAS
HRAS
KRAS
TGFB1
IGF2
IGKV3-20
IGHV3-23;IGHV3-30;IGHV3-30-5
PIGR
IGHM
HLA-B
HLA-DRA
HLA-DRB1
HBD
MB
COL3A1
COL4A1
CRYAB
KRT14
KRT6A
LMNA
SPTA1
APOA1
APOE
APOC3
FGA
FGB
FGG
SLC4A1
CRP
APCS
C1QB
C1QC
APOH
FN1
RBP4
AMBP
ORM1
AHSG
TTR
ALB
GC
PPBP
PF4
TFRC
TF
LTF
HPX
FTL
FTH1
KLKB1
C4BPA
VTN
CAT
RAF1
GBA
FUCA1
PROC
ALDOA
CSTB
ANXA1
APOB
SOD2
LCAT
OAT
HRG
THY1
A1BG
KRT1
GAPDH
ASL
HLA-A
HLA-DPB1
ERBB2
CAPNS1
MT1E
AMY2A
CYBB
RPN1
RPN2
GNAI2
SLC4A2
ATP1A1
ATP1B1
ALDOB
APP
ARG1
APOD
ALDH2
ITGB3
ITGB2
S100A8
SLC25A5
SERPINA5
SERPING1
CFI
LGALS2
MPO
PCCA
PCCB
ALPL
EIF2S1
FGF1
RPLP1
RPLP2
RPLP0
FABP3
CLEC3B
SSB
SERPINA7
SERPIND1
ITGB1
PRKCB
KRT18
KRT8
CALB1
MYL1
UROD
UGT2B4
INSR
GLA
GSN
PTMA
CDK1
ATP5F1B
C2
S100A9
S100A6
APOA4
EIF4E
CKM
ENO1
PYGL
NPM1
TPM3
ITGAV
LPL
HEXA
SERPINE2
EPHX1
DBI
FABP1
LDHB
NEFL
NEFM
GPX1
PGK2
PROS1
P4HB
H1-0
ACYP1
CRYGD
ADH1A
FES
CTSD
ANXA2
C8A
C8B
C8G
CAPN1
TUBB
CA3
DCN
PSAP
HEXB
CTSL
PFN1
BPGM
APRT
EPRS1
CTSB
HSP90AA1
GALT
HNRNPC
UMOD
LAMB1
LYN
TPM2
FH
THBS1
IGF1R
COL1A2
ANXA6
ABCB1
SLC3A2
GUSB
PFKM
HSP90AB1
SRPRA
ASNS
MMP2
GSTA1
HMBS
MME
MGP
LPA
PDHA1
PLEK
CD14
COL4A2
PTPRC
SNRPB2
MELTF
MYL3
CFH
SNRNP70
ITGA5
NFIC
VIM
SERPINF2
RPS17
KRT19
KRT7
GNAI3
ANXA5
KRT16
STS
RPSA
CD63
MRPL3
SNRPA
FGF2
ENO2
ACAA1
SRP19
GSTP1
MMP7
MMP10
VIL1
LGALS1
QDPR
HMGB1
RBP1
FBP1
GNAO1
SPARC
GSTM1
TPM1
CLTA
CLTB
ANXA4
CNP
HMOX1
PDGFRB
DLD
HNRNPA1
SNRPA1
CTSH
COX6C
TACSTD2
LCT
C1S
PARP1
IFIT2
IFIT1
ALOX5
UCHL1
LTA4H
ALDOC
NUDT7
C4A
H2AZ1;H2AZ2
KRTAP2-3;KRTAP2-4;KRTAP2-2;KRTAP2-1
CISD3
IGLC6
GSTT2;GSTT2B
MT1HL1
HSPA1A;HSPA1B
U2AF1L5;U2AF1
CALM1;CALM2;CALM3
AMY1B;AMY1C;AMY1A
FDX1
RO60
GAA
RRAS
ARAF
SPP1
DLAT
PTPRF
TXN
CTSA
CYP2C8
CYP2D6
MAPT
C7
PRKAR1A
UROS
ESD
HSPD1
HSPA5
LAMC1
ACP2
MAP2
SLC2A1
SLC2A2
EPB41
UMPS
PDHB
DBT
ITGAM
PYGB
PYGM
RALA
RALB
NAT2
BCR
SPTB
LAMP1
ACADM
TOP1
G6PD
UBL4A
PC
EPX
IGF2R
CDK4
PRPS2
PABPC1
PCNA
NEFH
COX6A1
HARS1
COL6A1
COL6A2
COL6A3
SLC25A4
SLC25A6
IMPDH2
TPR
CKB
ANXA3
CKMT1A
BCKDHA
ACTN1
ACE
MYL4
CDH1
MYH1
MYH7
SRC
PEPD
XRCC6
XRCC5
UNG
IFI30
HOXD8
LAMP2
RNH1
CYBA
MYH6
MYH8
CYP4B1
NCAM1
VCAN
MT1G
KRT10
KRT13
KRT5
PDIA4
C6
P4HA1
ACP5
TPT1
ALAD
PRG2
LCP1
PLS3
APEH
ETFA
GYS1
PRKAR2A
SLC5A1
ENO3
MIF
FOLR2
PRKCSH
HCLS1
FDPS
CPM
NID1
AKR1A1
PKM
HSP90B1
MYL6B
SNRPB;SNRPN
IDE
MMP9
COX6B1
DARS1
DAO
JUP
UQCRB
CPA1
CPB1
CPA3
FABP4
AKR1B1
RAC2
GSPT1
ACP3
EZR
ATP6V1B1
FOLR1
UCHL3
HPGD
CD46
NME1
NQO1
GNS
PHKG2
ARSB
RPS2
DSP
TIMP2
ALOX15
CD44
NQO2
ITGB4
CBR1
ANK1
ACADS
CREB1
GLB1
PECAM1
PPP3CB
NCK1
H1-5
H1-2
EPCAM
POR
DPEP1
EPB42
MGMT
ATP2A2
UGT2B7
CD36
PLCG2
FAH
STMN1
YBX3
ZNF22
NAGA
HMGA1
TMEM11
GOT1
BPI
PRKCA
ITGA2
NPR3
SMPD1
UBTF
AKR1C4
CKMT2
PRKACA
CAPN2
DES
CTPS1
ENG
DDX5
PFKL
GM2A
LGALS3
FLT1
PSMC3
TCP1
PTPN1
IGFBP2
RPL35A
ITGB5
ARF4
RPL7
VCL
LBP
PTPRA
NAT1
ITGB6
NELFE
RPL17
PGAM1
RCC1
SDC1
XRCC1
KRT15
KRT4
CDH2
PLCG1
VCAM1
NCL
HK1
POLR2C
POLR2E
ERCC3
TRIM21
SLC9A1
CSNK2A2
AOC1
ITIH2
ITIH1
NFKB1
TYMP
ATP2B1
HLA-DPA1
EIF2S2
TCN2
ANXA7
TPSB2;TPSAB1
BTF3
RAB3A
RAB4A
RAB5A
RAB6A
PVALB
MX2
PSMB1
M6PR
COX5A
LMNB1
DDC
PZP
OGN
CAST
CYP3A5
HNF1A
RASA1
CDK11B;CDK11A
GSTM3
ATP6V1B2
ATP6V1C1
CSRP1
FLNA
NF1
MAOA
ACO1
AGXT
NT5E
GPD1
VDAC1
BGN
SDHB
BCKDHB
COMT
TGM2
MMUT
OSBP
PCMT1
FBL
RPS4Y1
GART
CDH3
PAICS
SCP2
UBA1
GPX3
NME2
ENPP1
FDXR
HNRNPA2B1
CBL
IGFBP4
PRKACB
UQCRC2
CA4
CPN2
FECH
MRC1
CES1
TCEA1
PTGS1
ITGA6
TUBG1
PPIB
S100A1
GLDC
WARS1
RPS3
GCSH
JAK1
PTPRD
PTPRG
SP100
AHCY
CFL1
ATP2B4
DGKA
CPT2
DTYMK
RRM1
CMA1
LAMA2
GPT
KDELR1
NR2F2
EEF1B2
ATP5PB
IGFBP6
IGFBP5
ACP1
ACAT1
TNC
MYL9
DNASE1
POLR2A
CDK2
GRK2
MPZ
MCM3
AZGP1
MPST
RPS12
DNAJB1
DNAJB2
ATP5F1A
CTSS
PSMA1
PSMA2
PSMA3
PSMA4
CD40
ITGA3
MSN
DDX6
CTNNA2
U2AF2
RPL13
IVD
S100A4
HMGB2
PTBP1
TARS1
VARS1
EEF1G
FKBP2
STOM
AK4
ANXA13
MAOB
YWHAQ
MAPK3
CALML3
DPP4
RPL10
RPA1
APEX1
DCK
CAD
CALR
MAP4
CANX
PIK3R1
PSMB8
PSMB9
PSMA5
HLA-DMB
PSMB4
PSMB6
PSMB5
GSTM2
ABCD3
TMOD1
ITPRID2
ACADL
NDUFS1
ADH6
SMARCA1
MAPK1
GCA
RXRB
GRN
PTPRM
LAP3
HSD11B1
CD38
TPP2
IMPA1
CCN2
CRABP2
TKT
NOS3
LMOD1
PML
SERPINA4
EEF1D
OAS2
CRABP1
AQP1
GNA11
ALDH4A1
PBLD
ERP29
PRDX6
BLVRB
DDT
GCHFR
PRDX3
RPL12
ECHS1
CMPK1
PEBP1
PDIA3
PPP2R1A
CDC27
PPIF
NMT1
HLA-F
HMOX2
ADSS2
LRPAP1
TSPO
ADSL
PKLR
CLIP1
SRI
GSTT1
SERPINB1
ALDH1B1
POLR2B
SDHA
CORO1A
GDI1
S100A7
MAT2A
PRKAR2B
CPS1
SDC4
TIA1
FMO4
SLC5A2
AKT1
AKT2
UQCRC1
HIBADH
ATIC
HNRNPH3
HNRNPH1
YWHAB
SFN
STIP1
S100A11
L1CAM
PRDX2
GK
CDA
DCTD
PYCR1
SLC8A1
GBP1
GBP2
ELF1
HPD
GTF2H1
CTH
RPL9
ACSL1
KIF5B
CSTF2
CYP2C18
CYP2C19
DUT
GUCY1A2
ABCD1
MCM4
MCM7
GALNS
RNASE4
SHMT1
SHMT2
EPHX2
HSPA4
MPI
CA8
CTNNA1
CTNNB1
PHB
SERPINB6
NF2
RDX
RPA3
RFC4
RFC2
RFC1
RPL22
GTF2F1
SPR
FBN1
PCK1
AGL
G6PC1
MYH9
MYH10
COPB2
ACTN2
SOAT1
ADD1
ADD2
BSG
FUS
DEK
HNF1B
MYH11
GLRX
PPM1A
IGFALS
KRT2
HMGCL
PSMC2
CHI3L1
GGT5
ARL2
ARL3
MAP2K2
ATP5F1C
ATP6V1E1
CPOX
ARR3
RPL4
NUDT1
LONP1
PGM1
PPP1CC
GNL1
SERPINF1
DLST
GMPR
GPX4
NUP62
HPCAL1
TAGLN2
TALDO1
SNCA
ETFB
RBMX
GGCX
LIPA
ATP6V1A
HSPA9
RPS19
RPL3
COL15A1
COL18A1
DDOST
ANP32A
FEN1
CAPG
CAP2
TXLNA
CCT6A
ADH7
RPL13A
ARL1
STAT3
USP8
PEX19
MDH1
MDH2
RFC5
RFC3
EIF2S3
CASR
AQP2
CETN2
EIF2D
MNDA
PRPH
BUD31
UBA7
NAA10
HNF4A
PPP1R2
CSK
GARS1
IARS1
EIF1
PRKCI
ACTR1B
ECI1
TMPO
STAT1
STAT6
STAT5A
AKR1C3
ARHGAP25
PIK3CA
MTOR
HAL
EPS15
ACAA2
RPL35
HTT
ECE1
MTHFR
SLC1A1
MCAM
CRAT
MSH2
BTD
SSR1
ALDH3B1
SYK
RANBP1
NAMPT
AFM
PSMC4
TSFM
ASPA
ACADSB
CBX5
USP5
MAPK9
MAP2K4
PHKA2
RANGAP1
RECQL
CRK
CRKL
BAG6
NSF
CDKN1B
BRCC3
RPL27A
RPL5
RPL21
RPL28
RPS9
RPS5
RPS10
MAP1B
GNPDA1
NEDD4
YAP1
IQGAP1
HAAO
GYG1
RABIF
PLA2G4A
RAP1GAP
CAPZA2
CAPZB
EIF1AX
ALDH1A3
QARS1
LGALS7
UQCRFS1
ATP5PO
LIMS1
PREP
ME1
IREB2
REG1B
PIP4K2A
ARCN1
LSS
GCLC
GCLM
CD151
PCP4
TRAPPC10
PSMD8
SERPINB4
SERPINB10
GSS
CCT5
PTDSS1
HSPA13
AMT
CSNK1A1
CSNK1D
IDH2
PITPNB
MASP1
SLC9A3
ADGRE5
CAMLG
MAPKAPK2
ALDH9A1
RPL34
RPIA
LMAN1
NASP
FMO5
FASN
FNTA
FNTB
CCT3
MRPL19
ARRB1
TUFM
ALDH7A1
INPP1
SRP9
UBE2A
PCYT1A
AARS1
CARS1
HARS2
PPM1F
PSMB3
PSMB2
MCM2
ACADVL
YLPM1
VPS41
TMED10
RBM25
NUMB
PSEN1
EIF2B2
HINT1
FHIT
RANBP2
TSC2
NDUFV1
GSK3A
GSK3B
DIO1
NT5C2
SEPHS1
MTHFS
GMPS
LIG3
LIG4
MRE11
ENTPD1
KHK
HNMT
GNAQ
IDH3A
SULT1A1
CRIP1
PPOX
GDI2
EMD
CPT1A
GATM
SLC26A2
SERPINB8
SERPINB9
SERPINH1
PDLIM4
ST13
PEX5
VASP
DNM2
METAP2
NUDT2
CDK7
RASSF2
CDK9
BCAM
PPT1
RPL14
CCT8
CCT4
ANXA11
PAPOLA
FXR1
FXR2
RAB5C
RAB7A
RAB9A
RAB13
RAB27A
SCNN1G
PLCD1
DAP3
DUSP3
NOVA1
SMARCA2
SMARCA4
IDH3G
GALK1
SSR4
BCAP31
P2RX1
TPMT
CYP2J2
RENBP
MECP2
HCFC1
ALDH3A2
ALDH5A1
HSD17B4
UBE2D1;UBE2D4
SUOX
SGSH
ARSD
STAT5B
USP11
CLCN5
CLCNKA
DYNLT3
RPS6KA3
HDGF
LUM
PRELP
CNN1
NDUFA8
HNRNPA3
PGD
HNRNPM
KPNA1
NCBP2
RAP1GDS1
POLR2H
MAP2K6
ARHGDIA
ARHGDIB
AGFG1
HNRNPF
STAT2
MSH6
VAV2
RIDA
SMS
HK2
HK3
MRPL12
THOP1
AKR1C2
CAPZA1
NUP98
BLVRA
SLC25A1
PPP5C
ARFIP2
ARFIP1
NUDT6
NUBP1
ACLY
COL4A4
METAP1
SUCLG1
MVD
PGGT1B
RABGGTB
COPB1
COPA
CTSC
AP2S1
HCCS
MAPK12
MAPK10
SMTN
PLAAT3
IST1
SEC24C
POLG
CLNS1A
RARS1
CACNA2D1
YARS1
USP14
PRKAG1
PRKAA2
HSPA2
ATP1B3
RAD23A
RAD23B
PDE1A
EPHB4
ARSF
NAGLU
GALC
AK2
HMGCS2
ALDH18A1
NAPA
ADPRH
AIF1
EIF5
SLC12A2
SLC12A3
PSMD4
DRG2
RRAD
PLTP
CSE1L
VCP
MFAP4
HADHB
MANF
MTTP
NCKAP1L
AFDN
NAP1L1
CASP7
CASP6
ADK
ADAR
LAMB2
CDH6
CDH11
CDH13
TPD52
SEC13
NPEPPS
HNRNPH2
OXCT1
FCGRT
GFRA1
MARS1
AP1S2
ATP5F1E;ATP5F1EP2
EIF6
NDUFA6
PEX3
HSD17B7
BCAR1
CFAP298
TMEM33
SYNJ2BP
PCBP3
RAB25
CORO7
CLDN2
NUP107
EEFSEC
SESN2
EPPK1
MTPN
NLRP6
AP3S2
ARPC4
CD81
TPI1
EIF3E
SEC61B
PPP4C
UBE2G2
MYL6
ACTB
EIF4A1
RPS20
PRPS1
PSMA6
S100A10
CDC42
DSTN
GMFB
RAB8A
SRP54
RAB4B
RAB2A
RAB5B
RAB10
UBE2D3;UBE2D2
UBE2M
UBE2K
UBE2N
RAB14
ACTR3
ACTR1A
COPS2
ARF3;ARF1
ABCE1
RAP1B
RAP2B
RPS3A
PSME3
RPL15
MAGOH
RPL27
ATP6V0D1
PCBD1
RPL37A
RHOA
NAA20
NCALD
HSPE1
SEC61A1
VBP1
STXBP1
DAD1
NPC2
COPZ1
SUMO2
DCAF7
WDR5
AP1S1
NUTF2
HNRNPK
YWHAG
RRAS2
TIMM10
TSPAN5
RPS7
PPP1CB
PSMC5
RPS8
RPS15A
UBE2G1
UBE2H
YWHAE
RPS23
RPS18
RPS29
RPS13
SNRPE
LSM3
LSM6
SNRPD1
SNRPD2
SNRPD3
ARF6
PSMC6
SELENOT
RPL7A
POLR2G
RAB11A
ETF1
CNBP
RPS4X
PPP2CB
ACTA2
RHOB
RPL23A
RPS6
H4C1
RAB1A
RAN
RPL23
RAP1A
RPS15
RPS24
RPS25
RPS28
FAU
GNB1
GNB2
RPL30
RPL31
RPL10A
RPL32
RPL11
RPL8
PPIA
FKBP1A
RPS27A
GRB2
TRA2B
RAC1
AP2B1
VAMP2
GNAI1
YWHAZ
PPP2R2A
DYNLL1
DYNLT1
RPL38
SKP1
EIF5A
RACK1
ACTG2
YBX1
SEC11A
CSNK2B
TPM4
UBE2L3
EEF1A1
TUBA4A
TUBB4B
PAFAH1B2
HBB
NOMO3;NOMO2
HBG1;HBG2
HBA1
CXADR
SH3BP2
IGBP1
CYP4F2
PSPH
EIF4G2
RPP30
GTF2I
PIP4K2B
CLDN10
CCT2
KRT83
KRT85
RAE1
GSTO1
KCNJ10
PRKDC
ADAM17
BLOC1S1
ARG2
MAP1A
CRADD
GPLD1
LCN2
IFI35
NUCB2
HSD11B2
ABAT
BASP1
DCD
SLC7A9
MRPS22
MRPS25
MRPS10
MRPS35
MRPS5
MRPS36
MRPS11
MRPS15
MRPS34
MRPS9
HMGN5
SARNP
RBP5
LACTB
COG7
RPL24
RPL36A;RPL36AL
CBX1
ARF5
ERH
RHOG
RPL19
SRSF3
FOXK1
CCZ1B;CCZ1
DAB2
HSPG2
LRP2
XIAP
EFNB1
RBM10
RBM3
ATP2C1
ATP11A
CYCS
MPP1
TFAM
PITPNA
MAT1A
SLC25A3
HDLBP
GTF2B
CDK6
CDK5
PURA
CDC42EP1
CLTC
NFKB2
FKBP3
SORD
HNRNPU
PLIN5
SPTBN1
TIAL1
SET
SRSF2
GALK2
AMPD3
CTBS
FABP5
ANK2
CAP1
HMGCS1
IL1RL1
DR1
FMO1
EXOSC10
PFKP
XPC
EWSR1
COL4A3
OCRL
PLCB3
TAGLN
AKAP17A
NAAA
GUCY1A1
DHODH
GUCY1B1
OGDH
ALDH6A1
CYP27A1
BDH1
COL7A1
DSG1
H1-1
RPL18A
MAP2K1
TEK
PLOD1
NUCB1
RPL6
CYP4A11
AKAP12
SLC25A11
DST
GSTM4
CAV1
LMNB2
PTS
MVK
PTH1R
TAP1
TAP2
UBXN1
GBE1
FOLH1
EIF4G1
ATP7A
KRT17
TLE3
HGFAC
GLO1
ACVR1
AKR1C1
SSBP1
YWHAH
PLP2
CSTF1
UBE3A
PTK2
LIPE
PRKCZ
SRSF11
PRKCD
CALD1
COL14A1
FAM160A1
ITIH3
KDSR
PPAT
GFPT1
EXOSC9
AOX1
PSME1
SLC34A1
SULT2A1
PAX8
FMR1
FMOD
PRDX1
CDK18
RPL18
C1QBP
CKAP4
ENPEP
TJP1
DPT
KHDRBS1
BAX
BCL2L1
SLC3A1
LRP1
SRSF1
CYP24A1
SRSF4
PCDH1
PPP3CA
DHX9
GOLGA3
GOLGA2
LGALS3BP
EHHADH
MFGE8
CYP4F3
PDE4D
DSC1
PUDP
CD47
PPID
FGL1
SSRP1
SLFN5
ACSM1
ACSM2A
VAC14
NSUN2
RBBP4
NCBP1
AHNAK
ELP6
HSPA14
CGNL1
NEXN
MGAT2
GALNT2
GALNT1
AP1B1
CPSF1
PMPCA
WASHC5
NUP160
ARHGEF5
TBL3
TWF1
HYAL1
ASPH
EFEMP1
SMARCB1
FSTL1
STX4
GRSF1
NFIA
SF3A3
DPYD
TP53BP1
TRIM26
AIMP1
ILF3
LMAN2
EPS8
TRAP1
ANK3
DLG1
MYO1E
PPP1R8
ABR
BNIP1
BNIP3
CSTF3
ECH1
STRN3
CDC16
STK4
FLII
COASY
MRPL28
ACACA
LCP2
USP4
PDZK1IP1
IK
MTAP
PRKAA1
PPFIA1
CALCOCO2
EIF2B5
TARDBP
HNRNPA0
PAK1
AIMP2
PRDX4
PAK2
SLC13A2
CBX3
STK3
STX5
PSMD2
DNAJC3
PAPPA
CHIT1
SRSF9
SRSF5
SRSF6
TRIM28
STX3
G3BP1
PTK7
PABPC4
ATM
GRB10
IFIT5
MTA1
EIF3I
CTBP1
MYO7A
UBE2V1
MRPL49
DYNC1I2
ILK
NNT
SNTB2
XRCC4
TCOF1
SF3B2
OS9
GOLGA4
ADAM9
TMED1
FKBP5
MYO9B
ROCK1
GAB1
MTM1
SQSTM1
MTX1
ASAH1
PPP1R1A
PRPF4B
PIN1
RIPK1
HDAC1
CAMK2B
CAMK2G
CAMK2D
DCTN2
NAE1
DGKZ
IQGAP2
STIM1
TRA2A
SNX1
PEX6
CUL2
CUL3
CUL4B
SLC12A1
TP53BP2
GFUS
RAB32
TPBG
FHL1
FHL3
ITGA7
AAMP
MOGS
ALCAM
THOC5
ARFRP1
SHROOM2
SPTAN1
AUH
PKP1
DDX39B
BLMH
EXOSC2
SNTB1
GTF2H2;GTF2H2C
BYSL
IDI1
CAPS
CUX1
IL16
CKAP5
CIRBP
CAMK1
COTL1
HNRNPD
SCARB2
NID2
DPYS
DAG1
PDE1C
DSG2
TRIM29
UBE4A
SEPTIN6
MORC3
SAFB2
ARHGEF7
EFR3A
UBAP2L
SCRIB
GIT2
MLEC
TTLL12
MPP2
DOCK1
FHL2
CRMP1
DPYSL3
MRPL58
DCTN1
DYNC1H1
EIF2B1
